48482	2
36706	1
21237	1
40719	1
49404	2
39154	2
15726	1
23923	1
37741	1
32005	2
43623	1
30334	2
30573	2
18024	1
40635	1
11395	2
40477	1
17748	2
44231	1
37994	2
18710	2
27407	2
48110	2
21163	1
47691	2
47430	1
15518	2
35590	2
15077	2
35993	2
25791	2
41832	1
48337	2
19486	2
15778	1
26057	1
16028	2
48090	2
43186	2
37738	1
42118	2
32779	1
36451	2
38878	2
46297	1
25555	1
18019	1
39560	2
42594	2
11861	1
30859	1
18220	2
20865	1
25820	2
11325	2
22571	1
46186	2
37044	1
11508	2
12341	2
26816	2
25981	1
29131	1
13584	1
30338	2
29718	1
34246	1
45689	1
40793	2
16780	2
17752	1
30142	1
15303	1
28491	2
29697	2
42354	2
30544	1
11506	1
30138	2
36367	1
19118	1
42597	2
47451	1
31443	1
48744	2
47305	1
18663	2
35854	1
11424	1
32039	2
32520	2
42593	2
45858	2
22924	2
34583	2
40843	2
23975	2
23767	2
16571	2
10276	2
18005	1
32100	1
31920	2
35298	2
24987	2
27894	2
24123	2
31503	2
30528	2
36359	2
39118	1
30869	1
27168	2
41141	2
12806	2
25443	2
49095	2
40998	1
43918	1
34606	2
28119	2
26495	2
14928	2
41927	2
19343	1
12044	1
19097	1
46442	1
37519	2
24738	2
49020	1
21990	2
35513	1
28547	1
22725	2
49267	2
22236	2
23582	1
47021	2
30674	2
14130	2
11147	2
39070	1
27389	1
37125	2
30173	2
29705	2
39509	2
38685	2
13829	1
15511	2
46865	2
34662	1
28445	1
39895	1
16221	2
12610	1
16658	2
11642	2
22657	2
21250	2
12013	1
39833	1
17414	2
39339	1
24956	1
39671	2
49207	1
22791	2
37194	1
21337	1
20059	2
32196	1
34291	2
33690	2
16701	2
15847	2
14791	2
17033	1
44501	2
14877	1
21930	1
47633	1
26272	1
26584	2
47554	2
19450	2
11639	2
12091	1
14592	2
38478	1
32088	1
22933	2
47463	2
14368	1
44306	2
13468	1
23192	2
31882	2
39111	2
43152	2
19535	2
44855	2
37462	2
35258	2
15874	1
29106	1
15237	1
46796	2
17971	1
36493	1
46613	1
39161	2
16676	1
20263	1
19522	2
29237	1
17290	1
22677	2
47319	1
12444	1
19691	2
22817	2
36134	2
41879	1
14299	1
29073	2
21058	1
27579	2
25695	1
44300	2
42374	2
23736	1
43283	2
26416	1
36919	2
44732	2
17882	2
40947	1
28627	2
17276	2
47956	2
42400	1
21719	2
44696	2
28145	2
28232	1
17777	2
17102	1
29009	2
46877	2
13048	1
36525	1
42416	2
23025	2
21245	1
26400	1
17634	1
27086	1
18779	1
46900	2
19410	1
21356	2
39918	2
25246	1
15382	2
31811	2
29315	1
25088	2
32841	2
26894	2
40891	1
24044	2
30761	2
27788	1
42897	2
20290	1
37228	2
28440	1
24426	2
31353	2
17376	2
35825	2
47415	2
28608	2
33937	2
33410	2
31999	2
12544	1
25118	1
11038	1
24273	1
19032	1
32121	1
47311	1
48051	1
19332	2
35799	2
29801	1
13709	2
11286	2
18162	2
11016	1
29722	1
28493	2
39720	2
29384	2
16563	2
23275	2
40553	1
38221	2
39503	1
21387	1
30272	1
18957	2
33215	2
31919	2
23732	2
46302	1
38733	1
26568	1
13799	2
17235	2
30777	2
13864	2
28162	2
31637	1
29493	1
25093	1
46121	2
41737	1
37714	1
43812	1
17284	2
46968	1
37105	2
27972	2
34435	1
45034	2
21025	1
35867	2
28589	1
12638	1
47312	2
10937	2
26214	2
15374	1
43414	2
36454	1
43266	1
16849	1
27559	2
13695	2
15580	1
40353	2
35126	2
35372	1
33217	1
38321	2
14864	1
37891	2
32747	2
42123	2
25385	2
14478	1
38642	1
42460	1
21860	1
29057	2
41745	1
36472	1
40481	2
28214	2
15486	2
25452	2
18018	2
23271	1
26867	1
23004	2
41707	2
47035	2
45917	1
37505	2
31205	1
34747	2
37744	2
15770	1
42097	1
12475	1
39124	2
29353	2
23233	1
47572	1
30934	2
39387	1
48348	1
38817	2
21065	2
13282	2
40488	1
49433	1
15224	2
42381	2
12790	1
40373	2
19048	1
45800	2
39675	2
31722	2
15245	2
23206	2
46654	1
10971	2
26134	1
36820	2
14468	2
39936	1
45352	1
11477	2
40204	2
46298	2
29255	1
40320	1
43097	2
13474	1
20327	2
14869	1
35497	2
25429	2
40241	1
13755	1
28486	2
43171	2
15262	2
48290	2
23131	2
28404	1
22367	1
17179	2
47093	1
43914	2
13070	2
46547	2
23684	2
10379	1
48897	2
44460	2
27380	1
43653	1
11489	1
46068	2
46582	2
27584	1
27473	1
38644	2
39984	2
31276	1
19761	1
23891	1
27120	2
40147	1
16204	1
29543	2
40721	2
32804	2
47624	1
10736	1
33160	2
44965	2
25451	1
19252	1
10031	2
39405	1
15341	2
15418	2
40640	1
37377	1
49296	1
41098	2
47217	1
31393	1
42145	2
24875	2
30085	1
25908	2
15419	2
35772	1
22890	2
21022	1
22290	1
22621	1
39006	1
20125	1
28847	1
43804	2
17125	2
12194	2
37931	2
14828	2
18955	1
13564	2
11499	2
30679	1
26446	1
23160	2
30435	2
24232	1
43754	2
39811	1
21989	2
32456	2
27673	1
28569	1
27220	1
41659	2
36135	1
15556	2
17503	2
47538	2
36590	2
20461	2
18361	1
40644	1
20181	1
32569	1
30683	2
16273	1
13875	1
27309	2
27872	1
35407	1
21850	2
42510	1
25600	1
14549	1
16609	1
33668	1
27831	2
20253	1
44559	1
21473	1
15052	2
43774	1
32468	1
21076	1
11014	1
30941	2
20682	2
43803	1
24739	1
28001	1
23243	2
22856	2
28373	1
46082	1
24882	2
42182	1
45592	1
32589	1
23935	1
21084	1
28463	2
41171	1
28940	1
40901	1
47382	2
46061	2
40202	2
47943	1
37890	2
10418	2
16724	1
42811	2
35392	1
37272	2
14321	2
44165	1
49268	2
20638	2
24516	1
17968	1
31088	2
16239	1
26054	1
44338	2
21044	1
28444	1
36335	1
46328	2
27606	1
37024	1
35955	2
18868	2
31203	2
42550	2
38465	2
22266	2
21508	1
38501	1
21939	2
25075	2
39257	2
13640	2
39075	2
25877	1
39551	2
16772	1
44271	1
12633	1
28989	1
28717	1
23757	1
11685	2
23420	2
37623	2
20816	2
42972	2
35817	1
29301	1
31394	1
39076	1
31632	1
10833	1
34095	2
28900	1
36358	2
37928	1
40601	1
24609	1
34762	2
27164	2
49352	2
36663	2
25733	2
24794	1
21179	2
18324	1
26341	1
29748	1
44791	1
22565	1
49044	2
31648	1
42953	2
29892	2
15337	2
26255	2
19531	1
36708	2
41716	2
31297	1
43742	2
32019	1
18379	2
16192	1
47179	2
38460	1
34714	1
30759	1
23724	1
14638	1
29988	2
30778	2
15431	2
30228	1
13602	2
47534	1
38213	2
16469	2
19027	1
32654	1
29281	2
30464	2
29324	2
14875	2
26055	1
34460	2
21686	2
16020	1
48640	1
18732	1
32692	2
30566	1
39267	1
31326	1
25639	1
17738	1
35807	2
35346	2
44548	2
20629	1
21285	2
32262	1
30023	2
14225	1
33980	1
42864	2
22830	2
41396	2
37181	1
44075	2
33258	2
46069	2
39785	2
45835	2
22823	2
38330	2
32451	2
37172	2
21895	2
18579	1
11605	2
20545	2
17360	1
38873	2
48695	2
35108	1
44536	2
29743	1
13936	2
22370	2
15333	2
43131	2
40469	2
45104	1
26454	2
33982	1
28180	1
17902	1
41307	2
12701	2
15846	2
27717	2
44591	2
26066	2
37882	1
17907	2
25342	1
26811	2
22026	2
16759	2
48975	2
35415	1
45375	1
44575	1
46073	1
12955	1
25241	2
36017	2
37734	1
34699	2
42001	1
20173	1
26308	1
19511	2
34949	1
38090	2
16066	2
43965	2
48248	1
17722	2
17838	1
32207	2
31464	2
10376	1
26767	2
26769	2
14908	2
29777	1
23964	2
38724	2
30754	1
40549	1
37894	2
40780	1
32822	1
14285	1
20432	1
23613	2
41536	2
37257	1
23592	2
24601	2
20885	1
10573	1
28103	2
32259	1
33609	1
47566	2
11694	2
40711	1
34006	1
38872	2
12845	1
14910	2
32507	1
43890	1
10723	1
39321	1
37720	2
27959	1
34661	1
43365	2
33060	1
39334	1
41730	2
30883	1
41562	1
24365	1
26210	1
28959	2
21133	1
41217	1
33935	2
34590	1
16416	1
43081	1
20079	1
38694	2
43194	2
46806	2
27859	1
34813	2
31197	1
15067	1
46587	2
45524	1
35872	2
45001	1
45794	1
36438	2
36776	2
37188	2
19168	2
21698	2
13774	2
44646	2
42012	2
10624	2
42392	1
38907	2
16923	1
32119	1
39305	2
15273	1
31495	2
22906	2
39981	2
46961	2
37732	2
22845	1
26466	2
36620	1
47722	1
48116	2
17336	2
38755	2
14317	1
21383	2
22547	1
10492	1
46792	1
19971	2
41719	2
31508	2
20197	2
45103	1
47100	2
42977	1
22794	1
30910	2
19389	2
26903	1
11942	2
13084	1
33270	2
21548	2
31706	2
34852	2
42413	2
49187	1
25839	1
37662	2
17262	2
27620	1
27458	2
24469	1
33749	2
32925	1
24687	2
45493	2
31947	1
27161	1
23068	2
45166	2
11818	1
34141	2
24160	1
33941	1
47771	1
23711	2
22148	1
19096	2
42898	2
36813	2
33851	2
38089	1
35948	1
15105	1
43424	1
13760	2
20394	1
38228	2
12591	2
18156	1
43473	1
21866	1
34712	1
19757	1
43960	2
44485	2
12929	1
20731	2
16286	1
43669	2
36999	1
40171	2
18900	1
35077	2
18279	2
42167	1
28810	2
39341	1
20062	2
14677	1
37806	1
44610	1
34922	2
12129	1
44106	2
45408	2
15647	1
24870	1
10809	2
10339	1
22958	1
49064	1
14798	1
22221	2
20328	1
12725	1
35209	2
29982	2
41727	2
23327	2
18766	2
48955	2
18630	2
35381	1
12010	2
11290	2
12177	2
31860	2
33170	1
35579	1
22215	2
29792	2
37963	1
41975	1
12570	2
38364	2
15487	1
37718	1
26782	2
24995	2
27587	1
33568	2
41429	2
18640	2
46046	1
16030	2
21172	2
31298	1
22237	2
20613	2
12480	1
13272	2
10853	2
25544	1
11150	1
21343	2
40642	2
31043	2
36810	1
18491	2
18109	2
15211	2
10967	2
45348	2
15565	2
17583	1
37950	1
49111	2
12687	2
35339	1
34313	2
34512	2
22282	2
15883	2
20385	1
44686	2
21419	2
26823	1
29322	2
34780	2
41584	2
25109	1
11584	1
14836	1
30252	1
20896	1
36714	2
42423	1
19244	2
14839	2
27883	2
20480	1
25496	1
42185	1
17338	1
24729	1
36285	1
32386	2
27154	2
42342	1
18919	1
39476	2
13378	2
22855	2
34422	2
21627	2
34997	1
28730	2
41697	2
25347	2
48252	2
31511	2
19060	2
26077	2
20507	1
23719	2
15462	2
48287	2
16817	2
42826	1
33363	2
14399	2
27499	1
32330	2
13570	2
47216	2
44581	1
48481	2
37600	2
25957	2
41159	2
24314	2
39861	1
30745	2
18262	2
28347	2
48973	2
23939	2
46342	2
42299	2
18996	1
49467	2
46444	1
38588	2
28503	1
30344	2
29920	1
43051	1
38148	2
39414	2
25914	1
19008	1
32376	1
23170	1
25318	1
34925	2
43564	1
36015	2
17364	2
25505	2
30377	2
48785	2
46266	2
10868	1
19673	2
39640	2
45898	2
34933	2
29574	2
12125	1
35820	1
47356	2
29427	2
10996	1
38647	2
30967	2
48679	1
39392	1
35216	2
37956	2
14680	1
44302	1
35285	2
29358	1
44836	1
19430	1
27351	2
48495	2
48085	1
27308	2
35404	1
13229	1
17138	2
48189	2
20128	2
27626	2
49074	1
12786	2
47867	1
43102	2
12120	2
25022	1
44173	2
17310	2
29227	2
35734	1
45819	2
36984	2
35808	2
16645	2
20160	2
32452	1
26937	1
25671	1
14627	1
22141	2
22769	2
33361	1
27953	2
20614	1
10101	2
44872	2
32754	1
27947	1
14693	1
46374	2
43966	2
44269	1
18366	1
44422	2
42678	2
39828	2
21450	2
38229	1
15081	1
30909	2
21521	2
17255	1
22021	1
16205	2
13113	1
34848	1
45078	1
19282	2
12173	2
30804	1
23408	2
48073	2
10638	1
24843	2
17603	2
33262	2
41554	2
45974	2
34267	1
22429	1
42409	1
25876	1
32256	2
34098	2
39197	1
40037	2
14505	2
13268	2
30885	1
27614	2
45224	1
47976	2
47425	1
43541	2
38562	2
47047	2
28305	1
39002	1
17071	2
16713	2
19398	2
47962	1
16177	2
16364	2
34167	1
18180	2
24560	1
47847	2
16302	2
47112	2
12550	1
37435	2
13394	1
42819	2
17047	1
23363	2
39692	1
20977	1
10555	1
23980	2
10445	1
19861	1
32522	2
24019	2
22267	2
29894	2
48712	2
16994	2
49185	1
42206	2
24853	1
18497	1
21373	1
35563	2
21621	2
11710	1
30048	1
32897	2
12987	1
44514	1
48962	2
35910	1
39484	2
40464	2
44130	1
48380	1
34658	2
25608	2
44232	2
41953	2
33902	1
36603	1
39121	1
29700	2
26834	2
34347	1
15442	1
12472	1
36623	1
41294	2
45255	2
34216	1
16935	1
32967	2
43757	2
33248	2
19372	1
30105	1
37422	1
40378	2
46016	1
40732	1
30625	1
20249	2
26725	1
45912	1
33317	2
43496	2
11034	2
37397	1
37923	1
38864	2
11105	1
30318	2
21988	2
46664	1
32337	2
46687	1
16406	1
41981	2
35832	2
23558	2
13153	1
37541	1
35696	1
27425	2
44737	1
38631	2
40129	2
27770	2
32674	1
19192	2
22229	1
14479	2
14776	2
43585	1
45996	2
39885	2
17303	1
12577	2
20356	2
21580	1
15470	2
41983	2
18358	1
19523	2
40770	2
15911	2
12412	1
10212	1
21709	2
21534	1
32651	2
24188	1
42285	1
31911	1
11113	2
28320	1
33885	1
33384	2
43012	1
32113	2
47183	2
45318	1
20212	1
45029	2
11218	2
34002	2
34879	2
27319	2
34103	1
20674	1
42640	2
13919	1
23782	2
44228	1
14152	1
34543	2
13458	1
12617	1
49190	1
14195	2
45629	2
24455	1
31352	1
32862	2
49483	2
42094	1
43537	1
33036	1
47979	2
13023	2
35584	2
32601	2
19853	2
12902	2
39695	1
26114	2
29646	2
42848	2
16451	2
11471	2
33214	2
40508	1
13019	1
29618	2
40269	1
10551	1
41449	2
31168	2
29132	1
23557	1
22230	1
15101	2
41658	1
23515	1
46756	2
41089	2
31239	2
44562	1
16252	2
15721	1
30767	2
35113	2
35103	2
41862	1
42969	2
16190	2
30047	1
16092	2
35748	1
39544	2
44947	1
31553	1
44960	2
23457	2
19637	2
48993	1
46440	2
12728	2
25434	1
20794	1
16175	1
44642	2
28432	2
40571	2
24126	1
36332	2
39541	2
20910	2
46039	2
25272	1
19806	2
43881	2
48440	2
21736	2
49389	1
43000	1
11042	2
32341	2
16229	2
27577	2
37761	2
47942	1
26516	2
18211	1
32496	1
39363	1
27435	2
40666	2
45507	2
10860	2
21303	1
14044	1
24820	2
23350	2
22909	2
25065	2
49148	2
46566	1
27030	2
39909	1
43879	2
35292	1
12980	1
23979	2
47448	1
31450	1
14844	1
10140	2
15762	1
43444	2
29052	2
44827	2
44635	2
31620	1
47778	1
37556	1
35111	2
18664	2
35323	2
23571	1
35322	1
26696	2
15012	2
46826	1
26846	1
38640	2
16880	2
35952	1
12799	2
11732	2
11672	1
42562	2
10083	1
31894	1
13727	1
15678	1
12338	2
35624	2
37609	2
45772	1
44353	2
21049	2
47622	1
